Fish Type,Temperature (°C),Turbidity (NTU),pH Level,Ammonia (mg/L),Nitrates (mg/L),Dissolved Oxygen (mg/L)
Goldfish,14.43,3.36,7.08,0.472,9.25,7.56
Tilapia,24.19,3.12,8.11,0.097,1.83,5.74
Tilapia,27.82,1.1,8.15,0.178,,7.78
Catfish,,5.81,7.3,0.469,55.56,6.26
Goldfish,15.4,3.54,7.26,0.105,17.82,6.55
Goldfish,10.14,2.65,6.78,,16.79,8.04
Tilapia,23.2,2.42,,0.16,20.15,4.73
Catfish,23.33,8.62,7.45,0.941,24.69,4.72
Catfish,24.38,6.43,6.08,0.921,42.84,5.61
Goldfish,15.31,1.5,7.97,0.407,5.62,7.26
Tilapia,26.24,4.06,7.04,0.069,45.24,4.4
Tilapia,26.37,2.39,8.05,0.193,25.59,5.72
Goldfish,21.54,1.22,7.77,0.012,1.07,6.77
Goldfish,13.38,3.32,6.63,0.41,,
Salmon,9.85,1.31,7.34,0.148,12.72,11.87
Catfish,21.86,4.93,6.87,0.589,20.29,5.98
Salmon,12.29,1.23,7.31,0.12,19.29,10.55
Goldfish,22.82,1.94,7.42,0.469,36.45,6.92
Tilapia,24.98,4.4,7.29,0.121,2.88,6.5
Salmon,12.14,0.88,6.58,0.049,17.73,9.76
Salmon,15.32,0.83,7.6,0.188,7.13,9.21
Tilapia,29.74,3.19,6.68,0.281,44.61,4.19
Salmon,4.68,1.4,7.66,0.106,16.37,10.46
Tilapia,27.35,4.2,7.89,0.433,35.4,6.62
Bass,23.12,1.34,7.19,0.063,40.68,5.97
Trout,12.66,0.14,6.56,0.13,14.37,11.19
Bass,15.2,1.63,7.5,0.242,14.9,8.57
Salmon,13.56,1.46,7.41,0.05,,10.0
Tilapia,24.24,2.6,7.82,0.397,0.23,
Trout,4.03,1.15,6.57,0.132,9.46,10.27
Catfish,24.55,2.97,7.83,0.465,54.94,3.97
Bass,25.38,3.63,7.89,0.203,46.72,7.73
Trout,7.73,2.22,7.35,0.035,18.43,9.91
Tilapia,26.56,4.62,8.15,0.435,42.31,4.68
Salmon,4.48,1.81,,0.074,15.18,7.79
Salmon,7.31,1.02,7.2,0.195,4.98,7.79
Salmon,14.52,0.93,7.69,0.123,18.67,8.82
Trout,5.04,2.2,7.44,0.089,15.55,7.79
Catfish,25.16,9.77,6.27,0.647,14.61,3.28
Salmon,6.54,0.08,7.04,0.105,4.93,7.17
Salmon,5.81,0.86,7.71,0.098,1.98,9.93
Goldfish,10.66,2.81,7.6,0.108,3.0,6.2
Catfish,,8.71,6.38,0.291,18.87,5.59
Tilapia,29.44,2.73,7.52,0.442,26.28,5.78
Tilapia,23.88,2.37,6.74,0.193,5.1,7.61
Salmon,6.33,,6.99,0.064,2.64,9.24
Tilapia,24.16,2.68,6.75,0.248,49.87,5.69
Catfish,25.05,2.76,6.38,0.363,10.31,6.31
Catfish,23.8,,7.81,0.979,15.95,3.89
Tilapia,27.05,1.24,7.38,0.319,31.01,6.09
Catfish,27.81,7.72,7.51,0.457,55.45,4.8
Bass,23.58,5.2,7.44,0.282,14.93,7.64
Trout,10.91,0.87,7.07,0.135,18.57,8.71
Goldfish,15.17,3.25,7.7,0.133,34.46,6.36
Trout,14.33,0.47,7.96,0.077,16.94,7.12
Goldfish,16.51,3.83,7.82,0.122,6.11,8.51
Bass,,5.06,7.03,0.121,28.18,4.59
Salmon,8.57,1.48,7.76,,22.52,11.78
Tilapia,27.37,3.01,6.99,0.317,48.62,5.68
Bass,15.75,1.62,7.37,0.02,10.45,4.04
Tilapia,26.55,4.15,7.1,0.417,39.53,6.44
Catfish,26.83,5.45,7.93,0.606,19.33,5.1
Goldfish,10.0,3.6,7.94,0.216,23.05,6.61
Tilapia,27.49,,6.92,0.364,41.95,4.86
Catfish,24.1,6.35,7.41,0.677,43.21,5.35
Salmon,12.82,1.5,7.07,0.089,9.51,6.75
Tilapia,24.12,2.49,8.5,0.446,9.74,6.94
Tilapia,29.97,1.81,7.61,0.423,27.36,5.74
Goldfish,12.21,2.93,7.55,0.311,14.65,5.31
Tilapia,28.11,2.76,7.08,0.459,45.83,7.15
Trout,4.58,2.55,7.15,0.127,5.42,11.9
Goldfish,14.52,2.17,6.95,0.437,25.94,7.15
Tilapia,27.4,3.62,7.04,0.397,2.29,6.65
Trout,,2.0,7.6,0.192,16.73,8.1
Bass,20.21,1.83,6.34,0.213,13.55,5.61
Goldfish,19.49,2.12,7.15,0.138,0.02,7.25
Trout,6.32,0.96,6.77,0.007,1.57,7.05
Catfish,22.94,4.62,7.05,0.418,43.08,3.46
Goldfish,13.37,3.12,7.41,0.445,39.15,6.91
Tilapia,26.94,2.37,6.68,0.028,1.12,4.52
Goldfish,22.42,1.51,6.71,,8.34,6.49
Catfish,25.6,2.99,6.9,0.932,33.53,6.26
Bass,19.07,3.78,7.98,0.152,47.36,5.19
Trout,14.96,0.62,7.13,0.164,15.0,7.87
Tilapia,28.29,4.17,7.08,0.245,29.47,7.43
Bass,24.52,5.43,6.32,0.208,19.02,8.36
Bass,25.98,4.6,6.0,0.248,35.92,7.81
Tilapia,23.49,1.5,8.48,0.406,35.54,7.68
Goldfish,21.18,3.14,7.92,0.406,16.46,7.05
Trout,4.56,,7.77,0.097,1.96,7.01
Catfish,22.96,8.66,6.45,0.688,59.57,4.37
Salmon,11.67,,7.69,0.101,9.88,6.28
Bass,24.63,1.82,7.26,0.096,11.33,4.96
Bass,22.1,,6.15,0.046,41.11,6.07
Tilapia,22.62,3.61,6.67,0.467,29.55,6.13
Catfish,22.32,8.13,7.67,0.326,48.28,6.93
Trout,5.1,0.34,7.64,0.086,12.65,8.75
Tilapia,22.46,3.3,7.06,0.405,31.0,6.03
Salmon,4.01,0.73,7.24,0.137,25.94,7.46
Catfish,25.88,2.82,6.6,0.458,34.75,4.46
Catfish,25.84,9.16,7.52,0.518,28.64,6.27
Salmon,8.98,0.39,7.84,0.151,4.2,6.88
Tilapia,24.89,2.63,7.07,0.076,36.34,7.3
Tilapia,27.3,3.33,8.42,0.483,12.64,5.74
Bass,22.28,1.38,7.8,0.212,33.78,6.44
Goldfish,19.76,2.12,7.84,0.009,27.71,8.85
Salmon,6.2,1.59,7.88,0.17,21.93,9.78
Bass,15.06,2.28,6.62,0.015,29.81,8.08
Trout,8.18,0.92,7.11,0.087,16.06,9.91
Bass,19.68,4.84,6.35,0.298,49.86,6.68
Trout,11.91,1.99,7.79,0.029,13.63,11.83
Goldfish,10.31,1.71,7.7,0.451,11.04,6.57
Tilapia,23.15,4.29,6.54,0.409,21.3,5.79
Salmon,9.67,1.07,7.04,0.144,7.5,10.75
Bass,24.69,4.44,,0.107,,7.73
Bass,20.47,,6.42,,40.94,8.0
Salmon,9.54,0.13,6.54,0.03,3.15,10.82
Salmon,14.28,1.84,7.18,0.124,18.18,7.6
Bass,18.06,5.22,6.95,0.243,32.21,6.04
Trout,4.3,2.91,7.94,0.034,15.92,8.94
Salmon,5.26,0.81,7.62,0.074,27.8,10.88
Goldfish,17.59,2.17,7.61,0.039,6.57,8.49
Tilapia,24.1,2.3,7.24,0.222,49.61,5.61
Bass,25.67,1.06,7.7,0.11,38.45,7.88
Tilapia,27.65,4.0,7.82,0.008,12.28,6.95
Catfish,20.07,3.66,6.77,0.693,14.23,5.37
Tilapia,29.65,3.43,7.11,0.436,49.6,6.47
Trout,12.1,0.71,7.48,0.191,15.96,11.32
Bass,25.63,5.77,6.76,0.08,24.8,4.76
Catfish,27.05,2.86,6.23,0.945,39.57,4.79
Salmon,4.32,1.72,7.97,0.116,21.49,8.82
Salmon,7.24,0.65,7.02,0.003,15.91,9.37
Catfish,24.88,9.67,6.77,0.483,12.83,6.27
Salmon,5.8,1.28,7.73,0.076,28.25,8.77
Goldfish,23.07,1.57,6.58,0.069,10.69,5.35
Bass,19.02,4.66,6.27,0.297,30.97,8.42
Salmon,8.78,1.93,6.65,0.107,14.89,10.58
Trout,17.76,0.15,7.96,0.197,16.97,7.11
Catfish,27.77,5.18,7.47,0.201,38.83,6.96
Goldfish,11.22,3.02,6.94,0.4,1.9,6.11
Bass,24.95,3.29,7.47,0.221,27.48,6.09
Salmon,15.27,1.72,6.95,0.198,3.17,11.77
Bass,,2.0,6.85,0.047,24.43,8.66
Trout,12.07,1.44,7.27,0.022,0.5,9.47
Goldfish,11.67,1.56,7.73,0.341,30.63,5.39
Catfish,23.44,8.26,7.68,0.496,22.92,3.61
Catfish,24.28,4.16,6.42,0.745,45.18,5.34
Tilapia,,2.64,6.74,0.478,6.29,6.54
Bass,21.81,5.56,6.1,0.031,43.09,7.47
Salmon,9.67,1.92,7.08,0.061,2.51,9.52
Tilapia,23.94,3.69,6.72,0.074,28.72,7.68
Bass,23.02,3.02,7.35,0.209,32.91,7.7
Tilapia,29.64,2.24,6.95,0.095,6.03,4.69
Trout,17.93,0.82,7.4,0.099,18.22,11.69
Bass,25.23,4.51,6.56,0.154,18.79,6.35
Tilapia,25.31,2.41,7.78,0.093,0.07,5.36
Trout,11.25,0.9,7.61,0.198,16.13,9.62
Salmon,15.67,0.7,7.05,0.131,16.78,11.49
Salmon,8.98,1.92,6.93,0.019,2.82,9.04
Tilapia,28.33,4.37,7.58,0.419,27.49,4.93
Catfish,21.72,7.5,6.08,0.278,39.96,4.58
Trout,14.42,2.22,6.95,0.124,15.69,8.54
Catfish,27.21,6.82,6.4,0.665,58.78,4.96
Salmon,8.69,1.29,7.83,0.19,20.17,10.11
Tilapia,23.62,3.23,7.19,0.487,48.99,7.67
Bass,18.39,2.86,7.03,0.263,11.12,5.95
Trout,17.2,2.02,7.97,0.145,12.35,9.01
Catfish,26.01,4.96,7.01,0.881,19.09,4.67
Bass,26.46,5.28,6.72,0.276,35.24,7.27
Catfish,21.19,3.24,6.94,0.652,49.3,6.89
Catfish,20.48,9.14,7.16,0.92,55.13,4.96
Tilapia,26.32,1.66,7.56,0.145,6.54,5.53
Bass,25.37,4.01,7.75,0.114,43.41,6.4
Goldfish,21.04,1.25,6.61,0.412,31.03,8.31
Catfish,23.63,,7.14,0.931,27.43,6.14
Goldfish,12.78,3.07,7.16,0.473,39.75,7.98
Tilapia,24.23,3.48,8.07,0.013,33.05,4.66
Catfish,25.93,7.14,6.11,0.166,17.23,6.47
Trout,8.43,0.92,7.98,0.056,10.88,8.47
Salmon,6.62,0.59,7.81,0.086,9.12,7.54
Goldfish,21.87,3.83,7.02,0.364,14.5,6.42
Catfish,22.15,2.73,6.17,0.41,22.28,4.47
Bass,18.33,2.82,8.45,0.013,8.38,4.17
Catfish,,5.55,7.42,0.285,21.94,5.57
Salmon,12.53,0.48,7.5,0.198,24.83,11.24
Salmon,6.79,1.22,7.74,0.121,12.03,8.56
Tilapia,27.53,2.58,6.54,0.423,40.35,5.17
Goldfish,19.4,3.6,7.17,0.398,21.83,8.6
Tilapia,23.99,4.3,8.14,0.008,1.02,4.98
Goldfish,19.2,1.63,7.04,0.097,10.64,6.01
Catfish,20.2,4.86,7.25,0.555,27.54,4.81
Trout,10.98,1.98,7.03,0.126,1.77,7.07
Tilapia,25.21,4.05,6.85,0.39,26.43,6.61
Catfish,24.09,9.15,7.91,0.631,40.86,5.61
Goldfish,16.73,2.83,7.79,0.443,21.61,5.25
Goldfish,20.84,3.46,7.27,0.097,14.65,7.93
Trout,15.43,2.54,7.72,0.091,15.79,8.93
Salmon,11.58,1.8,7.76,0.048,27.72,7.39
Salmon,13.83,1.51,6.78,0.076,19.26,11.38
Goldfish,13.33,,7.99,0.203,6.41,6.76
Salmon,6.83,1.01,7.66,0.133,9.28,8.25
Bass,25.08,5.52,,,32.92,6.66
Bass,17.04,3.46,8.38,0.123,30.22,4.95
Tilapia,26.15,1.13,8.2,0.044,24.61,7.57
Bass,20.4,3.03,8.47,0.039,10.92,8.84
Tilapia,23.98,3.01,7.78,0.378,32.23,6.66
Salmon,4.87,1.02,7.45,0.186,9.95,11.05
Catfish,21.09,3.82,,0.19,11.35,3.91
Goldfish,13.37,2.32,6.53,0.462,7.44,7.24
Goldfish,17.18,3.87,7.68,0.46,33.46,7.09
Goldfish,17.46,3.67,6.64,0.245,2.52,6.68
Bass,16.01,2.89,7.61,0.001,27.51,7.61
Salmon,4.93,1.67,7.42,0.089,20.15,6.66
Bass,19.47,3.41,8.47,0.171,25.99,4.1
Salmon,4.89,1.12,7.43,0.122,20.47,11.71
Bass,19.42,1.08,8.27,0.118,44.03,4.12
Catfish,26.61,3.22,7.84,0.693,42.41,6.31
Salmon,7.02,0.94,7.54,0.033,7.3,8.15
Tilapia,27.73,3.46,8.49,0.202,26.38,7.18
Catfish,21.24,8.21,6.09,0.583,56.92,5.15
Salmon,10.34,0.71,6.89,0.137,23.52,10.25
Tilapia,22.53,2.47,6.82,0.178,3.38,6.55
Tilapia,27.71,4.75,7.42,0.051,14.27,7.79
Salmon,5.7,1.79,7.5,0.012,14.61,8.03
Trout,13.98,1.14,7.55,0.113,4.96,8.85
Catfish,22.53,9.87,6.64,0.113,39.6,5.59
Trout,5.65,1.6,7.07,0.13,7.74,7.55
Catfish,25.45,8.59,6.36,0.311,13.45,3.61
Tilapia,26.83,1.67,7.3,0.132,11.87,5.25
Bass,25.43,1.98,6.81,0.218,7.63,7.92
Salmon,15.63,1.67,7.72,0.121,21.73,7.43
Tilapia,28.5,1.19,7.12,0.353,41.41,4.68
Catfish,23.97,8.34,7.32,0.646,28.38,6.41
Catfish,23.67,4.38,6.81,0.267,32.26,6.63
Salmon,9.84,0.81,7.21,0.091,2.8,6.55
Goldfish,19.26,1.63,7.26,0.273,28.03,6.12
Trout,5.42,2.37,7.62,0.174,8.1,11.18
Goldfish,22.63,2.25,6.92,0.339,18.83,6.56
Trout,17.68,0.11,6.99,0.013,6.23,11.09
Goldfish,10.83,3.2,6.63,0.113,26.99,
Tilapia,25.68,,8.32,0.268,47.26,6.74
Catfish,24.99,8.54,7.23,0.99,26.09,5.61
Catfish,23.13,3.02,7.13,0.805,18.08,4.66
Salmon,9.83,1.02,7.22,0.074,2.78,7.39
Catfish,23.51,3.51,7.62,0.609,17.4,4.92
Bass,17.11,2.3,6.56,0.033,31.9,8.34
Bass,19.95,5.85,7.88,0.052,34.8,7.18
Trout,17.99,0.09,7.45,0.072,14.62,11.45
Tilapia,24.03,2.9,8.03,0.489,23.85,5.23
Bass,23.63,2.38,6.04,0.083,34.51,6.35
Salmon,15.92,1.66,7.46,0.13,7.8,9.6
Trout,17.96,0.31,6.61,0.161,15.71,8.16
Catfish,26.79,8.01,6.51,0.733,56.69,6.91
Bass,16.25,4.81,6.56,0.104,29.58,8.18
Bass,20.07,4.91,8.28,0.217,5.02,6.01
Trout,7.9,1.96,7.36,0.191,17.28,11.56
Salmon,4.6,0.92,7.71,0.153,2.86,9.38
Bass,19.25,4.05,,0.14,26.19,5.76
Tilapia,24.18,2.95,6.95,0.384,30.57,4.02
Salmon,11.35,1.48,6.51,0.193,11.2,7.79
Tilapia,24.94,1.26,6.52,0.386,43.77,4.93
Goldfish,11.37,3.53,7.52,0.028,33.57,
Bass,26.4,5.83,7.52,0.018,32.88,6.29
Trout,14.72,2.44,7.85,0.083,16.62,11.21
Tilapia,27.13,4.89,7.04,0.174,28.53,7.02
Trout,15.49,2.39,7.58,0.068,3.67,9.44
Bass,20.64,1.59,6.28,0.264,49.42,6.2
Catfish,20.35,6.88,7.07,0.12,18.73,6.35
Tilapia,26.74,3.85,8.02,0.394,40.7,4.1
Salmon,4.9,0.42,7.98,0.188,21.36,6.7
Catfish,27.75,5.95,7.2,0.647,52.78,3.68
Catfish,24.66,2.6,6.5,0.516,20.96,3.07
Salmon,12.15,0.11,7.65,0.088,28.93,10.78
Goldfish,18.36,2.9,7.72,0.2,10.93,7.26
Goldfish,10.79,1.75,7.7,0.455,33.29,6.31
Salmon,15.98,0.69,7.44,0.092,13.65,11.22
Salmon,10.62,0.7,7.79,0.182,12.17,7.77
Bass,23.94,1.13,7.8,0.001,9.93,8.05
Goldfish,10.02,2.31,7.5,0.346,36.63,5.5
Bass,23.49,3.25,6.87,0.15,39.56,8.88
Trout,8.78,0.6,6.62,,19.37,10.22
Salmon,13.58,0.49,7.55,0.109,24.14,10.88
Salmon,14.15,1.04,7.2,0.11,2.36,11.02
Catfish,22.76,2.02,7.83,0.563,24.43,3.23
Goldfish,10.3,1.94,7.12,0.052,0.3,6.23
Tilapia,28.99,2.07,7.06,0.315,19.9,5.87
Catfish,26.97,4.73,6.15,0.109,42.54,5.43
Goldfish,12.88,3.85,7.63,0.267,23.1,7.94
Trout,9.77,1.61,6.61,0.056,15.57,11.13
Bass,20.53,5.58,8.46,,13.13,7.26
Goldfish,17.45,2.3,6.85,0.051,18.84,6.47
Tilapia,24.27,3.91,6.98,0.071,7.14,5.22
Bass,20.02,3.52,8.34,0.272,26.95,7.06
Goldfish,12.39,1.21,7.88,0.065,28.14,8.8
Trout,17.98,1.17,6.83,0.139,17.69,10.89
Goldfish,18.54,2.23,7.2,0.173,1.72,7.07
Goldfish,18.59,2.7,6.76,0.323,18.85,8.0
Trout,17.87,0.81,7.13,0.132,15.21,9.34
Catfish,26.67,6.9,8.0,0.247,39.26,6.64
Salmon,14.14,0.46,7.31,0.035,2.81,10.16
Catfish,26.75,4.16,6.12,0.595,30.07,6.69
Tilapia,29.18,2.51,8.16,0.067,1.01,4.39
Tilapia,27.62,3.23,7.54,0.165,18.7,4.23
Salmon,10.32,1.74,7.43,0.141,24.42,11.81
Catfish,20.58,2.76,6.61,0.866,14.07,4.19
Salmon,15.77,0.39,7.16,,4.99,11.76
Bass,,3.88,8.02,0.264,15.19,7.39
Bass,16.68,4.74,8.11,0.241,9.94,
Tilapia,22.98,4.88,7.6,0.214,16.55,6.84
Catfish,26.45,3.74,7.53,0.149,50.65,5.14
Goldfish,10.5,1.57,7.03,0.041,2.01,8.86
Trout,8.99,0.5,7.48,0.104,6.19,11.21
Trout,15.15,0.04,6.62,0.057,18.96,7.62
Bass,16.9,5.9,7.78,0.19,21.32,5.88
Tilapia,23.41,4.51,7.43,0.161,47.23,4.82
Tilapia,26.71,3.72,7.61,0.282,34.08,6.14
Trout,,2.91,7.01,0.112,3.51,11.61
Catfish,23.15,4.82,7.98,0.862,21.35,4.16
Bass,21.8,2.62,7.69,,19.24,6.01
Tilapia,22.39,4.95,8.23,0.182,39.94,5.23
Catfish,20.7,7.67,7.23,0.632,20.23,6.67
Salmon,9.75,0.47,7.28,0.155,9.61,8.4
Trout,17.54,1.82,7.33,0.062,11.2,11.66
Bass,25.84,5.57,8.44,0.084,7.06,4.29
Goldfish,23.95,1.76,7.4,0.266,18.94,5.9
Bass,23.94,3.98,8.3,0.168,42.94,
Goldfish,23.86,2.2,7.21,0.319,23.71,8.0
Trout,7.16,0.14,7.44,0.064,14.53,8.26
Trout,9.83,1.84,7.76,,10.19,8.18
Trout,11.14,1.25,7.15,0.029,17.02,10.53
Catfish,22.39,6.73,7.34,0.874,39.13,3.38
Goldfish,23.76,3.7,7.27,0.228,23.77,6.87
Salmon,14.66,1.18,6.56,0.064,0.08,9.56
Tilapia,23.46,2.84,7.91,0.495,24.48,5.83
Salmon,13.85,1.82,7.15,0.001,27.52,11.38
Catfish,23.29,4.94,6.18,0.677,55.33,4.46
Catfish,20.61,7.96,7.39,0.979,22.59,3.72
Goldfish,15.84,1.0,6.75,0.039,22.65,8.4
Trout,13.61,0.3,7.67,0.069,1.97,11.77
Bass,24.79,1.18,6.74,0.234,34.37,4.99
Goldfish,17.61,,7.27,0.357,34.71,6.25
Bass,17.2,5.46,8.47,0.077,44.1,4.67
Trout,5.05,0.71,7.38,0.019,16.22,9.67
Tilapia,29.55,3.79,8.3,0.288,14.97,4.7
Bass,22.71,1.64,6.04,0.278,39.43,4.11
Catfish,26.64,2.17,6.55,0.052,46.93,3.75
Catfish,26.5,4.07,7.06,0.503,32.34,6.13
Tilapia,25.7,3.04,8.07,0.476,30.42,
Trout,17.13,0.97,7.77,0.12,9.31,7.65
Bass,24.11,2.84,6.64,0.29,42.24,8.46
Goldfish,14.66,2.1,6.72,0.082,21.55,8.13
Tilapia,22.39,1.98,6.94,0.341,46.13,7.0
Tilapia,23.06,4.05,8.41,0.23,43.62,5.67
Salmon,8.16,0.52,7.55,0.103,3.91,6.79
Tilapia,24.81,3.99,8.41,,3.15,5.31
Trout,10.86,2.99,6.77,0.112,15.88,11.8
Bass,20.1,5.87,6.69,0.036,21.46,7.52
Goldfish,11.64,1.52,7.77,0.215,34.36,5.24
Bass,19.81,4.46,7.99,0.141,46.19,8.83
Goldfish,23.47,2.79,6.74,,24.68,6.92
Salmon,12.24,1.91,7.78,0.131,2.55,9.61
Trout,15.93,2.15,7.27,0.01,17.42,7.55
Bass,21.14,5.18,7.66,0.203,35.14,4.12
Catfish,20.8,6.51,6.25,0.135,16.34,3.61
Catfish,21.88,5.47,7.53,0.892,45.33,6.95
Tilapia,28.92,1.53,8.07,0.478,21.4,6.8
Tilapia,26.4,2.43,7.24,0.223,4.53,6.71
Tilapia,23.9,1.16,8.4,0.168,29.0,5.92
Catfish,21.52,2.55,6.09,0.108,14.33,4.63
Trout,12.13,0.23,7.02,0.135,,9.44
Salmon,9.38,0.35,7.21,0.065,7.09,9.21
Trout,4.38,,6.91,0.148,0.18,9.63
Bass,24.26,2.92,7.99,0.079,,5.71
Bass,21.24,1.13,7.2,0.176,5.25,6.32
Bass,19.04,2.06,8.35,0.141,42.73,7.54
Goldfish,16.91,3.78,6.99,0.34,3.55,7.09
Bass,25.68,2.03,8.33,0.279,7.36,7.94
Trout,5.68,2.97,7.33,0.001,16.81,7.71
Goldfish,20.59,2.78,6.57,0.15,24.91,6.38
Catfish,22.11,9.51,6.56,0.275,45.05,3.42
Salmon,10.36,0.43,6.93,0.013,7.23,10.48
Catfish,23.17,9.71,7.56,0.311,36.88,3.99
Tilapia,29.81,1.25,7.19,0.255,2.36,6.36
Trout,10.3,0.81,7.12,0.034,19.0,8.23
Tilapia,25.5,2.73,8.16,0.113,22.35,5.66
Trout,13.23,1.3,7.95,0.184,12.44,8.23
Trout,10.58,0.09,7.98,0.167,3.2,7.06
Salmon,14.03,0.7,7.68,,28.81,9.71
Goldfish,23.63,3.33,7.76,0.013,21.13,8.89
Salmon,9.95,1.17,7.86,0.109,21.74,11.69
Bass,18.59,5.9,8.32,0.243,29.2,4.59
Trout,7.18,2.46,7.67,0.108,10.67,8.98
Bass,25.58,5.82,6.27,0.293,42.25,5.15
Goldfish,23.35,3.07,7.2,0.375,7.95,5.68
Salmon,9.28,0.18,6.95,0.021,22.52,6.96
Goldfish,23.39,2.99,7.2,0.111,1.1,7.0
Trout,16.67,0.96,7.38,0.107,0.51,9.59
Salmon,12.01,0.03,6.79,0.119,24.9,10.09
Catfish,20.17,3.1,,0.468,39.01,4.24
Goldfish,10.4,3.3,7.15,0.068,10.98,6.77
Catfish,25.46,9.17,6.64,0.621,37.84,3.66
Salmon,6.4,1.48,6.99,0.179,0.27,11.99
Bass,20.24,5.81,8.08,0.223,28.13,5.95
Goldfish,,1.8,6.54,0.082,4.33,7.69
Bass,17.56,2.75,6.3,0.286,23.58,5.56
Salmon,9.38,0.03,6.8,0.047,29.62,6.73
Salmon,11.51,1.73,7.54,0.056,8.25,7.5
Goldfish,14.97,2.62,6.74,0.092,8.91,8.03
Tilapia,22.35,4.63,7.37,0.438,36.66,5.71
Catfish,27.51,8.81,6.0,0.089,20.98,4.46
Bass,15.81,2.43,7.75,0.157,8.2,7.1
Bass,25.91,1.71,7.14,0.188,48.69,6.7
Trout,11.64,1.31,7.62,0.083,11.58,10.29
Tilapia,25.02,1.44,6.84,0.111,34.06,
Bass,18.75,2.51,7.49,0.067,10.87,6.05
Goldfish,14.06,1.47,7.65,0.44,9.28,8.88
Salmon,11.53,0.63,7.45,0.045,19.98,6.24
Salmon,10.52,1.5,7.6,0.045,10.58,11.24
Bass,16.62,5.43,6.56,0.297,9.67,7.63
Goldfish,21.52,3.78,6.97,0.232,7.32,5.49
Bass,24.78,3.81,8.22,0.093,28.79,5.97
Bass,18.78,5.46,7.07,0.063,48.35,8.77
Tilapia,22.3,1.83,7.73,0.329,21.35,7.53
Trout,8.78,0.96,6.7,0.0,7.77,7.24
Bass,25.08,2.06,7.58,0.029,14.79,5.76
Catfish,26.92,7.01,7.22,0.237,11.84,
Goldfish,17.49,2.37,7.55,0.192,21.49,8.53
Tilapia,28.86,1.32,7.53,0.345,10.97,5.22
Catfish,23.83,2.58,7.75,0.068,58.22,3.92
Salmon,7.6,0.93,7.26,0.134,3.31,11.39
Salmon,10.8,0.16,7.36,,6.99,11.0
Tilapia,28.2,1.46,7.67,0.47,35.3,5.75
Catfish,26.6,5.62,6.93,0.622,43.11,5.37
Goldfish,22.28,2.22,6.71,0.399,28.14,5.9
Catfish,27.36,7.36,6.39,0.949,31.11,5.18
Goldfish,19.25,2.68,6.73,0.114,23.25,8.86
Salmon,8.81,1.82,7.42,0.13,17.49,9.63
Catfish,23.37,6.32,6.82,0.572,55.23,5.76
Catfish,22.48,9.51,6.28,0.002,22.68,5.21
Salmon,12.99,0.29,6.9,0.085,13.74,8.92
Goldfish,12.91,3.07,7.67,0.237,10.3,8.49
Catfish,20.41,2.11,6.75,0.187,48.82,4.85
Bass,15.75,1.19,6.58,0.009,49.06,6.01
Salmon,11.72,0.37,7.57,0.174,20.01,11.43
Tilapia,29.31,1.64,8.49,0.209,28.76,4.52
Bass,25.49,3.71,8.46,0.014,27.32,7.84
Trout,5.9,2.97,7.12,0.059,3.92,9.48
Salmon,7.83,1.57,6.67,0.069,14.39,6.78
Catfish,22.48,4.0,6.43,0.17,48.57,5.12
Catfish,25.97,3.79,7.83,0.236,19.83,4.62
Trout,5.63,2.12,6.77,0.177,3.22,9.39
Tilapia,23.52,1.25,7.36,0.316,44.71,7.5
Tilapia,25.73,1.42,8.45,0.22,37.24,5.58
Catfish,23.5,,7.48,0.28,15.48,4.63
Bass,18.3,1.66,7.02,0.091,7.9,6.52
Catfish,24.03,6.97,7.11,0.165,28.23,
Bass,21.71,1.11,8.49,0.147,38.52,4.38
Goldfish,22.15,3.39,7.48,0.121,36.26,5.5
Bass,25.62,5.62,8.18,0.14,27.97,4.24
Goldfish,21.9,3.54,7.25,0.424,6.57,5.0
Tilapia,25.61,3.06,,0.336,47.71,7.98
Tilapia,,1.33,6.76,0.204,33.75,4.97
Trout,16.49,0.25,6.93,0.064,15.16,9.19
Trout,16.44,2.89,6.66,0.139,1.03,11.8
Tilapia,23.22,4.41,8.47,0.393,26.06,4.89
Trout,16.32,,7.95,0.027,19.92,9.5
Goldfish,14.51,2.28,6.55,0.297,20.79,8.92
Goldfish,23.69,1.21,7.5,0.462,6.69,6.64
Tilapia,23.99,4.99,6.93,0.134,33.58,7.46
Bass,21.77,5.28,6.13,0.096,49.8,6.42
Goldfish,21.98,1.4,6.84,0.351,34.98,5.05
Trout,15.56,2.23,7.46,0.175,3.84,8.23
Trout,4.72,1.65,6.93,0.082,8.47,11.92
Catfish,21.6,7.06,7.36,0.427,50.38,6.06
Salmon,6.25,0.19,6.69,0.189,26.14,6.01
Tilapia,27.72,4.49,7.56,0.047,36.51,7.06
Tilapia,22.51,1.21,7.96,0.178,2.24,6.97
Bass,22.45,4.62,6.35,0.029,48.22,6.22
Trout,13.7,0.19,7.63,0.15,5.99,8.2
Tilapia,29.61,1.25,6.62,0.057,19.55,4.71
Salmon,13.21,1.26,7.09,0.121,10.24,6.79
Trout,5.7,1.11,7.11,0.164,19.19,7.85
Goldfish,11.82,3.74,7.37,0.312,33.89,5.5
Bass,24.45,3.55,7.05,0.061,41.57,8.76
Bass,25.57,4.78,6.43,0.098,8.35,7.95
Tilapia,27.24,4.45,8.22,0.432,34.83,6.54
